add-none,2,10,40,140164,3504,0
add-none,4,10,80,176756,2209,0
add-none,8,10,160,329351,2058,0
add-none,12,10,240,504777,2103,0
add-none,2,20,80,148335,1854,0
add-none,4,20,160,224864,1405,0
add-none,8,20,320,307519,960,4
add-none,12,20,480,460042,958,0
add-none,2,40,160,168021,1050,0
add-none,4,40,320,222752,696,0
add-none,8,40,640,306285,478,-4
add-none,12,40,960,404171,421,0
add-none,2,80,320,140421,438,0
add-none,4,80,640,206614,322,0
add-none,8,80,1280,321227,250,0
add-none,12,80,1920,402239,209,0
add-none,2,100,400,123580,308,0
add-none,4,100,800,213131,266,0
add-none,8,100,1600,328398,205,0
add-none,12,100,2400,404951,168,0
add-none,2,1000,4000,138497,34,346
add-none,4,1000,8000,206078,25,104
add-none,8,1000,16000,354112,22,884
add-none,12,1000,24000,515103,21,900
add-none,2,10000,40000,470465,11,3083
add-none,4,10000,80000,1280144,16,-520
add-none,8,10000,160000,2462715,15,809
add-none,12,10000,240000,3672105,15,-3622
add-none,2,100000,400000,5110810,12,-35924
add-none,4,100000,800000,11479263,14,-30415
add-none,8,100000,1600000,24392018,15,-13003
add-none,12,100000,2400000,35082982,14,-32370
add-yield-none,1,10,20,179937,8996,0
add-yield-none,1,20,40,180239,4505,0
add-yield-none,1,80,160,225134,1407,0
add-yield-none,1,100,200,296785,1483,0
add-yield-none,1,1000,2000,1413902,706,0
add-yield-none,1,10000,20000,12683829,634,0
add-yield-none,1,100000,200000,125027529,625,0
add-yield-none,2,10,40,167816,4195,0
add-yield-none,4,10,80,221123,2764,8
add-yield-none,8,10,160,349317,2183,-9
add-yield-none,12,10,240,404328,1684,19
add-yield-none,2,20,80,179040,2238,18
add-yield-none,4,20,160,223154,1394,17
add-yield-none,8,20,320,293528,917,37
add-yield-none,12,20,480,462236,962,78
add-yield-none,2,40,160,196403,1227,0
add-yield-none,4,40,320,267400,835,15
add-yield-none,8,40,640,359426,561,81
add-yield-none,12,40,960,467226,486,90
add-yield-none,2,80,320,245493,767,6
add-yield-none,4,80,640,336196,525,25
add-yield-none,8,80,1280,428812,335,115
add-yield-none,12,80,1920,479877,249,84
add-yield-none,2,100,400,298051,745,9
add-yield-none,4,100,800,312243,390,39
add-yield-none,8,100,1600,444057,277,127
add-yield-none,12,100,2400,545023,227,95
add-yield-none,2,1000,4000,1728116,432,2
add-yield-none,4,1000,8000,1737539,217,52
add-yield-none,8,1000,16000,2036413,127,107
add-yield-none,12,1000,24000,2762561,115,207
add-yield-none,2,10000,40000,15579570,389,-105
add-yield-none,4,10000,80000,15737436,196,72
add-yield-none,8,10000,160000,18194344,113,146
add-yield-none,12,10000,240000,24665632,102,100
add-yield-none,2,100000,400000,148585549,371,-569
add-yield-none,4,100000,800000,157943857,197,-3083
add-yield-none,8,100000,1600000,186490950,116,-800
add-yield-none,12,100000,2400000,244803946,102,-2032
add-none,1,1,2,124024,62012,0
add-none,1,5,10,121402,12140,0
add-none,1,10,20,125903,6295,0
add-none,1,50,100,154916,1549,0
add-none,1,100,200,139515,697,0
add-none,1,500,1000,158427,158,0
add-none,1,1000,2000,153127,76,0
add-none,1,5000,10000,217773,21,0
add-none,1,10000,20000,282961,14,0
add-yield-m,1,10000,20000,13058230,652,0
add-yield-m,2,10000,40000,42509969,1062,0
add-yield-m,4,10000,80000,107971242,1349,0
add-yield-m,8,10000,160000,235375326,1471,0
add-yield-m,12,10000,240000,365128397,1521,0
add-yield-s,1,1000,2000,1430300,715,0
add-yield-s,2,1000,4000,2875051,718,0
add-yield-s,4,1000,8000,8182211,1022,0
add-yield-s,8,1000,16000,20965837,1310,0
add-yield-s,12,1000,24000,34257829,1427,0
add-yield-c,1,10000,20000,570039,28,0
add-yield-c,2,10000,40000,1986272,49,0
add-yield-c,4,10000,80000,6324187,79,0
add-yield-c,8,10000,160000,14496139,90,0
add-yield-c,12,10000,240000,20972948,87,0
add-m,1,10000,20000,804531,40,0
add-m,2,10000,40000,4154271,103,0
add-m,4,10000,80000,12285509,153,0
add-m,8,10000,160000,23500703,146,0
add-m,12,10000,240000,35987521,149,0
add-s,1,10000,20000,441125,22,0
add-s,2,10000,40000,13060286,326,0
add-s,4,10000,80000,40552569,506,0
add-s,8,10000,160000,111004815,693,0
add-s,12,10000,240000,264041537,1100,0
add-c,1,10000,20000,584559,29,0
add-c,2,10000,40000,1847345,46,0
add-c,4,10000,80000,6244948,78,0
add-c,8,10000,160000,14551342,90,0
add-c,12,10000,240000,19910259,82,0
