list-none-none,1,10,1,30,360647,12021
list-none-none,1,100,1,300,346537,1155
list-none-none,1,1000,1,3000,3929787,1309
list-none-none,1,10000,1,30000,769150728,25638
list-none-none,1,20000,1,60000,3933432876,65557
list-none-none,2,1,1,6,343701,57283
list-none-none,2,10,1,60,453349,7555
list-none-none,2,100,1,600,687049,1145
list-none-none,2,1000,1,6000,32126970,5354
list-none-none,4,1,1,12,341048,28420
list-none-none,4,10,1,120,371586,3096
list-none-none,8,10,1,240,1316187,5484
list-none-none,12,1,1,36,655818,18217
list-i-none,2,1,1,6,322611,53768
list-i-none,2,2,1,12,308985,25748
list-i-none,2,4,1,24,358665,14944
list-i-none,2,8,1,48,364401,7591
list-i-none,2,16,1,96,331812,3456
list-i-none,2,32,1,192,368970,1921
list-i-none,4,1,1,12,383071,31922
list-i-none,4,2,1,24,379789,15824
list-i-none,4,4,1,48,376863,7851
list-i-none,4,8,1,96,411660,4288
list-i-none,8,1,1,24,487915,20329
list-i-none,8,2,1,48,495587,10324
list-i-none,8,4,1,96,476884,4967
list-i-none,8,8,1,192,510610,2659
list-i-none,8,16,1,384,496739,1293
list-i-none,12,1,1,36,1049934,29164
list-i-none,12,2,1,72,647997,8999
list-i-none,12,8,1,288,634011,2201
list-d-none,2,1,1,6,313223,52203
list-d-none,2,2,1,12,324268,27022
list-d-none,2,4,1,24,451675,18819
list-d-none,2,8,1,48,362615,7554
list-d-none,2,16,1,96,363794,3789
list-d-none,4,1,1,12,373059,31088
list-d-none,4,2,1,24,410179,17090
list-d-none,4,4,1,48,376714,7848
list-d-none,4,8,1,96,395185,4116
list-d-none,8,1,1,24,513695,21403
list-d-none,8,2,1,48,478665,9972
list-d-none,8,4,1,96,1204578,12547
list-d-none,8,8,1,192,550916,2869
list-d-none,12,1,1,36,668593,18572
list-d-none,12,2,1,72,719543,9993
list-d-none,12,4,1,144,637831,4429
list-il-none,2,1,1,6,344430,57405
list-il-none,2,2,1,12,310220,25851
list-il-none,2,4,1,24,345520,14396
list-il-none,2,16,1,96,342350,3566
list-il-none,2,32,1,192,459030,2390
list-il-none,4,1,1,12,389526,32460
list-il-none,4,2,1,24,395597,16483
list-il-none,4,4,1,48,357128,7440
list-il-none,4,8,1,96,392405,4087
list-il-none,4,16,1,192,402980,2098
list-il-none,8,1,1,24,544651,22693
list-il-none,8,4,1,96,513618,5350
list-il-none,12,1,1,36,999817,27772
list-il-none,12,2,1,72,633052,8792
list-il-none,12,4,1,144,1262382,8766
list-dl-none,2,1,1,6,314489,52414
list-dl-none,2,2,1,12,355970,29664
list-dl-none,2,4,1,24,345443,14393
list-dl-none,4,1,1,12,394191,32849
list-dl-none,4,2,1,24,412300,17179
list-dl-none,4,4,1,48,371268,7734
list-dl-none,8,2,1,48,526849,10976
list-dl-none,12,1,1,36,664992,18472
list-dl-none,12,2,1,72,1024808,14233
list-dl-none,12,8,1,288,688011,2388
list-i-m,12,32,1,1152,884780,768
list-d-m,12,32,1,1152,877666,761
list-il-m,12,32,1,1152,1161952,1008
list-dl-m,12,32,1,1152,1098792,953
list-i-s,12,32,1,1152,1199231,1040
list-d-s,12,32,1,1152,1107214,961
list-il-s,12,32,1,1152,1621262,1407
list-dl-s,12,32,1,1152,1487835,1291
list-none-m,1,1000,1,3000,3828856,1276
list-none-m,2,1000,1,6000,9077770,1512
list-none-m,4,1000,1,12000,21786461,1815
list-none-m,8,1000,1,24000,60899026,2537
list-none-m,12,1000,1,36000,73137474,2031
list-none-m,16,1000,1,48000,163848365,3413
list-none-m,24,1000,1,72000,208289412,2892
list-none-s,1,1000,1,3000,3929641,1309
list-none-s,2,1000,1,6000,9251280,1541
list-none-s,4,1000,1,12000,22645597,1887
list-none-s,8,1000,1,24000,68884380,2870
list-none-s,12,1000,1,36000,85102864,2363
list-none-s,16,1000,1,48000,190426041,3967
list-none-s,24,1000,1,72000,254310041,3532
